customerID,gender,age_first_order,user_agent_brand,user_agent_os,ip_address_geopoint,ip_address_country,campaign,pages_visited_avg,high_revenue
190781,F,61,Safari,MacOS X,POINT(14.411 50.0853),Czechia,true,7.6,False
190821,F,37,Chrome,Windows,POINT(-118.3324 34.0511),United States,false,15.0,False
190860,M,36,Chrome,Windows,POINT(-97.822 37.751),United States,true,7.0,True
190916,F,45,Chrome,Windows,POINT(34.7649 32.0668),Israel,false,10.5,False
191079,M,63,Chrome,Windows,POINT(127.0639 37.4897),South Korea,false,9.0,False
191279,M,62,Chrome,MacOS X,POINT(143.2104 -33.494),Australia,true,8.6,False
191290,M,27,Chrome,Windows,POINT(77.006 20.0063),India,true,16.0,False
191548,M,57,Chrome,Windows,POINT(13.5055 59.3974),Sweden,true,10.666666666666666,True
191589,F,70,Chrome,Windows,POINT(-82.9391 41.5146),United States,false,10.333333333333334,False
191639,F,45,IE,Windows,POINT(9.491 51.2993),Germany,false,9.0,False
191789,,59,Safari,MacOS X,POINT(-97.822 37.751),United States,false,13.0,False
191927,F,23,Chrome,MacOS X,POINT(-97.822 37.751),United States,true,8.75,False
191981,F,64,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,16.0,False
192040,M,29,Chrome,Windows,POINT(113.2539 23.1181),China,true,11.333333333333334,False
192094,M,33,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,15.0,False
192132,F,60,Safari,MacOS X,POINT(10.1778 36.8049),Tunisia,false,10.333333333333334,False
192220,F,,Chrome,Windows,POINT(139.6895 35.6897),Japan,false,11.333333333333334,False
192588,F,72,Chrome,MacOS X,POINT(105.4101 10.4289),Vietnam,true,8.5,False
192888,F,55,Chrome,Windows,POINT(129.8762 33.2804),Japan,false,7.333333333333333,False
193002,F,35,Chrome,MacOS X,POINT(113.722 34.7732),China,false,11.25,False
193056,M,44,Chrome,Windows,POINT(-95.6401 29.9762),United States,true,14.0,False
193091,F,42,Safari,MacOS X,POINT(-6.2591 53.3382),Ireland,true,11.0,False
193404,,36,Chrome,Windows,POINT(9.491 51.2993),Germany,true,8.75,False
193419,F,43,Chrome,Windows,POINT(121.5422 24.9389),Taiwan,false,10.333333333333334,False
193583,F,68,Chrome,Windows,POINT(-97.822 37.751),United States,false,9.333333333333334,True
193718,F,41,Chrome,Windows,POINT(1.6015 43.1169),France,false,11.0,False
193913,F,72,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,14.0,False
194092,M,72,Firefox,Windows,POINT(143.2104 -33.494),Australia,false,7.0,False
194107,M,73,Chrome,Windows,POINT(0.3165 51.6548),United Kingdom,false,13.0,False
194116,M,68,Firefox,Windows,POINT(-121.8916 37.3388),United States,false,9.5,False
194176,M,68,Chrome,MacOS X,POINT(116.9972 36.6683),China,false,12.666666666666666,False
194179,M,55,Chrome,Windows,,,true,9.25,True
194288,F,54,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,9.4,False
194357,F,52,Chrome,Windows,POINT(-75.1425 39.9934),United States,true,8.5,False
194471,M,29,Chrome,Linux,POINT(36.8155 -1.2841),Kenya,false,16.0,False
194554,M,49,Edge,Windows,POINT(-87.7531 41.923),United States,true,8.75,True
194740,M,31,Chrome,Windows,POINT(-97.822 37.751),United States,true,16.0,False
194947,M,23,Chrome,Windows,POINT(139.6977 35.6654),Japan,false,17.5,False
195229,,30,Chrome,MacOS X,POINT(8.1551 47.1449),Switzerland,false,15.0,False
195360,F,57,Chrome,MacOS X,POINT(139.745 35.6887),Japan,false,11.666666666666666,False
195590,F,59,Chrome,Windows,POINT(37.6068 55.7386),Russia,false,11.0,False
195740,F,35,Firefox,Windows,POINT(-97.822 37.751),United States,false,8.0,False
195769,M,69,Chrome,Linux,POINT(139.6895 35.6897),Japan,false,12.0,False
195877,M,64,Chrome,Windows,POINT(-80.4048 25.5972),United States,false,10.666666666666666,False
195916,F,37,Chrome,MacOS X,POINT(139.3102 35.3993),Japan,true,7.0,False
196168,M,,Firefox,Windows,POINT(113.2539 23.1181),China,true,8.166666666666666,True
196268,F,47,Chrome,Windows,POINT(-97.822 37.751),United States,true,12.333333333333334,False
196305,M,56,Safari,MacOS X,POINT(5.3684 45.6338),France,false,14.0,True
196411,,46,Chrome,Windows,POINT(-97.822 37.751),United States,true,10.0,True
196478,F,22,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,11.0,False
196943,M,23,Chrome,Linux,POINT(44.9987 40.0008),Armenia,true,13.666666666666666,False
196966,F,29,Chrome,Windows,POINT(-97.822 37.751),United States,false,10.0,False
197347,F,23,Chrome,MacOS X,POINT(24.4225 60.9969),Finland,true,10.333333333333334,False
197363,F,70,Firefox,Windows,POINT(-97.822 37.751),United States,true,8.666666666666666,False
197446,F,52,Chrome,Windows,POINT(-70.6653 -33.4513),Chile,true,9.25,False
197668,F,48,Chrome,Windows,POINT(100.448 38.9266),China,true,9.2,False
197790,M,26,Chrome,Windows,POINT(8.5629 47.4348),Switzerland,true,12.75,False
197857,M,47,Chrome,MacOS X,POINT(-71.1246 42.3996),United States,true,9.25,False
197901,F,53,Firefox,MacOS X,POINT(-58.3845 -34.6022),Argentina,false,10.25,True
197980,M,52,Chrome,Windows,POINT(6.697 51.4115),Germany,false,10.8,False
198056,M,37,Chrome,Windows,POINT(15.0724 52.6898),Poland,true,16.0,False
198684,M,52,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,9.666666666666666,True
198747,F,64,Chrome,Windows,POINT(2.3387 48.8582),France,false,20.0,False
198773,M,39,Chrome,Windows,POINT(19.0947 47.5636),Hungary,true,8.4,False
199061,F,40,Chrome,MacOS X,POINT(24 -29),South Africa,false,13.0,False
199579,M,14,Chrome,Windows,POINT(-97.822 37.751),United States,false,15.0,False
199590,F,60,Chrome,Windows,POINT(113.722 34.7732),China,false,8.0,False
199724,M,44,Chrome,Windows,POINT(139.6895 35.6897),Japan,false,11.0,False
199993,M,15,Chrome,Windows,POINT(113.722 34.7732),China,true,13.0,False
199wvn,,54,Chrome,Windows,POINT(120.5933 16.4124),Philippines,false,14.0,False
19g7b9,M,66,Chrome,Windows,POINT(-0.1224 51.4964),United Kingdom,false,12.0,True
1b0lnt,F,34,Chrome,Linux,POINT(72.5871 23.0276),India,true,10.5,False
1bah0z,M,60,Chrome,Windows,POINT(24 -29),South Africa,true,9.0,False
1bhyje,M,31,Chrome,Linux,POINT(151.2006 -33.8715),Australia,true,12.0,False
1ckcs3,F,43,Chrome,Windows,POINT(-3.684 40.4172),Spain,false,10.5,False
1d78n4,M,51,Chrome,MacOS X,POINT(126.8168 37.2072),South Korea,false,12.5,False
1df724,F,59,Chrome,Windows,POINT(-97.822 37.751),United States,false,11.0,False
1dpjo9,M,40,Chrome,Windows,POINT(12.0564 55.7123),Denmark,false,8.0,False
1drdlh,F,39,Firefox,Windows,POINT(-97.822 37.751),United States,false,12.5,False
1dssvb,F,46,Chrome,MacOS X,POINT(-0.7012 41.6092),Spain,false,8.666666666666666,False
1eed8r,F,60,Safari,MacOS X,POINT(24 -29),South Africa,false,6.5,False
1enlga,M,,Firefox,Windows,POINT(-97.822 37.751),United States,false,15.0,False
1f088i,M,52,IE,Windows,POINT(-97.822 37.751),United States,false,10.5,False
1fndu7,F,19,Chrome,Windows,POINT(-117.1393 32.9164),United States,true,9.0,False
1fwqoi,M,54,Chrome,Windows,POINT(9.491 51.2993),Germany,false,7.0,False
1gac5c,F,26,Chrome,Windows,POINT(-97.822 37.751),United States,true,9.0,False
1gh6o1,F,47,Chrome,Windows,POINT(-97.822 37.751),United States,true,13.0,False
1hd1gp,F,50,Chrome,Linux,POINT(-97.822 37.751),United States,false,15.0,False
1hmndf,,67,Chrome,Windows,POINT(-97.822 37.751),United States,false,11.0,False
1homnh,F,59,Chrome,Linux,POINT(-89.0474 42.2739),United States,false,7.0,False
1i3lkv,F,64,Chrome,Windows,POINT(112.7333 38.4092),China,true,13.0,False
1i4fp0,M,66,Safari,MacOS X,POINT(-97.822 37.751),United States,true,10.0,False
1igjq7,F,62,Chrome,Linux,POINT(-97.822 37.751),United States,false,14.0,False
1j1cbo,F,60,Chrome,Windows,POINT(-2.0945 57.1453),United Kingdom,true,14.5,False
1jm97t,F,63,Firefox,Windows,POINT(-97.822 37.751),United States,false,14.0,False
1kgqvo,,38,Chrome,Windows,POINT(-4.2216 55.8486),United Kingdom,true,8.0,False
1l1aft,,18,Chrome,MacOS X,POINT(-97.822 37.751),United States,true,9.0,False
1l8g1s,,20,Chrome,Windows,POINT(21.8897 52.8081),Poland,false,11.0,False
1lfn2h,F,71,Chrome,Linux,POINT(126.9741 37.5112),South Korea,true,12.0,False
1likwf,F,54,Firefox,Windows,POINT(8.1551 47.1449),Switzerland,true,12.0,False
1lyrw9,M,48,Firefox,Windows,POINT(-90.0885 29.9734),United States,false,9.0,False
1miubu,F,38,Firefox,Windows,POINT(18.056 59.3247),Sweden,false,10.0,False
1mxebn,M,68,Chrome,Windows,POINT(2.3387 48.8582),France,false,11.75,False
1nmjvo,M,58,Chrome,MacOS X,POINT(145.7645 -16.9274),Australia,false,9.0,False
1p4s7g,M,66,Chrome,Windows,POINT(-97.822 37.751),United States,false,14.0,False
1p83gb,M,75,Firefox,Windows,POINT(138.3742 34.9882),Japan,true,11.0,False
1pi234,F,49,Safari,MacOS X,POINT(-97.822 37.751),United States,false,7.0,False
1pjr5x,F,66,Chrome,MacOS X,POINT(116.385 39.9285),China,false,9.5,False
1sh1uy,,,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,10.0,False
1t48px,M,36,Chrome,Windows,POINT(45 25),Saudi Arabia,true,12.666666666666666,False
1tayv1,F,53,Chrome,Windows,POINT(77.006 20.0063),India,true,9.25,False
1txerw,F,45,Chrome,Windows,POINT(-75.758 39.6934),United States,true,12.0,True
1u2jn9,M,40,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,11.0,False
1umqf9,M,44,IE,Windows,POINT(4.8995 52.3824),Netherlands,true,10.666666666666666,False
1v2h8p,M,27,Chrome,Linux,POINT(-97.822 37.751),United States,false,10.0,False
1vkp7k,M,25,Safari,MacOS X,POINT(3.8809 43.6107),France,false,13.0,False
1vse44,F,23,Chrome,Windows,POINT(-0.1224 51.4964),United Kingdom,false,11.0,False
1w1fme,,70,Firefox,Windows,POINT(8.6843 50.1188),Germany,true,11.666666666666666,False
1w6ahu,M,43,Firefox,MacOS X,POINT(-97.822 37.751),United States,false,13.0,False
1whx2d,F,47,Chrome,Windows,POINT(3.9005 47.48),France,true,11.0,False
1x9xan,M,61,Chrome,Windows,POINT(128.5924 35.8723),South Korea,true,12.5,False
1xaqzb,M,45,Chrome,Linux,POINT(-97.822 37.751),United States,true,8.333333333333334,True
1xtz3f,M,,Chrome,Windows,POINT(-97.822 37.751),United States,false,11.0,False
1xy3cl,M,60,Chrome,Windows,POINT(-108.0547 44.3812),United States,false,15.0,False
1yaxad,M,72,Chrome,Windows,POINT(-97.822 37.751),United States,true,12.5,False
1yi44w,F,64,Chrome,Windows,POINT(4.8975 52.3759),Netherlands,true,8.5,False
1yss1c,F,45,Firefox,MacOS X,POINT(113.722 34.7732),China,true,11.0,False
1z5i2v,M,20,Chrome,MacOS X,,,false,9.0,False
1zi3tn,F,68,Chrome,Windows,POINT(-97.822 37.751),United States,false,10.0,False
200078,M,,Chrome,Windows,POINT(-97.822 37.751),United States,true,8.4,False
200096,M,37,Chrome,MacOS X,POINT(-97.822 37.751),United States,true,10.5,False
200121,F,48,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,11.0,False
200214,M,75,Chrome,Windows,POINT(-74.0426 40.6208),United States,true,10.666666666666666,False
200348,,28,Firefox,MacOS X,POINT(24 -29),South Africa,true,16.5,False
200357,,61,Chrome,Windows,POINT(-72.5018 7.8946),Colombia,false,10.0,False
200515,F,51,Chrome,Windows,POINT(-96.9057 32.7319),United States,false,17.0,False
200943,M,47,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,8.0,False
200999,F,,Chrome,Windows,POINT(-77.4903 39.0469),United States,true,9.0,False
201102,F,63,Chrome,Windows,POINT(9.491 51.2993),Germany,false,5.0,False
201202,F,31,Chrome,Windows,POINT(-97.822 37.751),United States,false,12.0,False
201216,F,53,Firefox,Windows,POINT(-0.2199 51.5042),United Kingdom,false,5.0,False
201232,,50,Chrome,Windows,POINT(-97.822 37.751),United States,true,9.5,False
201567,F,39,Firefox,Windows,POINT(116.385 39.9285),China,true,12.25,False
201637,M,53,Chrome,MacOS X,POINT(2.2454 48.88),France,false,14.333333333333334,False
201654,,61,Chrome,MacOS X,POINT(-97.822 37.751),United States,true,9.5,False
201876,F,53,Safari,MacOS X,POINT(-97.822 37.751),United States,false,10.0,False
201881,F,65,Chrome,Windows,POINT(-78.8458 35.6263),United States,false,13.0,False
201957,F,57,Firefox,Windows,POINT(-51.1596 -23.3128),Brazil,false,12.0,False
202003,M,27,Chrome,Windows,POINT(-99.1427 19.4354),Mexico,false,7.0,False
202208,F,18,Chrome,Windows,POINT(127.0674 37.1549),South Korea,true,14.0,False
202692,M,32,Chrome,Windows,POINT(23.325 42.6951),Bulgaria,true,12.0,False
202932,M,28,Chrome,Windows,POINT(16.3801 48.2048),Austria,false,15.0,False
202pae,,44,Chrome,Windows,POINT(-97.822 37.751),United States,true,10.5,False
203028,F,41,Chrome,MacOS X,POINT(24 -29),South Africa,false,15.0,False
203307,M,60,Safari,MacOS X,POINT(-97.822 37.751),United States,true,14.0,True
203309,F,53,Chrome,Windows,POINT(121.5422 24.9389),Taiwan,true,9.333333333333334,False
203337,M,45,Chrome,Windows,POINT(6.138 47.6263),France,false,16.0,False
203348,M,40,Firefox,Linux,POINT(-43.3436 -22.9485),Brazil,true,10.0,False
203518,F,33,Chrome,Windows,POINT(28.0065 53.0011),Belarus,false,11.0,False
203683,,34,Chrome,Windows,POINT(116.8667 38.3167),China,true,12.0,False
203826,M,22,Chrome,Windows,POINT(151.2006 -33.8715),Australia,false,15.0,False
203953,M,30,Firefox,Windows,POINT(24 -29),South Africa,true,11.0,False
204032,F,65,Chrome,Windows,POINT(-81.9926 42.3317),Canada,true,12.0,False
204145,F,35,Chrome,MacOS X,POINT(24 -29),South Africa,false,15.0,False
204433,M,31,Chrome,Windows,POINT(-2.9365 56.3782),United Kingdom,true,12.0,False
204575,M,34,Chrome,Windows,POINT(14.8124 56.8746),Sweden,false,18.0,False
204871,F,41,Chrome,Windows,POINT(14.1712 66.3144),Norway,true,9.666666666666666,True
204881,M,35,Chrome,Windows,POINT(-46.6409 -23.6283),Brazil,false,7.5,False
205001,F,55,Firefox,Windows,POINT(5.4385 43.2865),France,false,11.666666666666666,False
205208,M,33,Chrome,MacOS X,POINT(-73.8629 45.4348),Canada,true,12.0,False
205430,M,,Chrome,Windows,POINT(-97.822 37.751),United States,false,10.0,False
205514,F,24,Chrome,Windows,POINT(-97.822 37.751),United States,false,14.0,False
205608,F,64,Firefox,Linux,POINT(24 -29),South Africa,false,9.0,False
205744,F,32,Chrome,Windows,POINT(9.7028 53.5827),Germany,false,13.0,False
206120,M,68,Chrome,MacOS X,POINT(-88.4011 44.277),United States,false,10.0,False
206134,F,,Edge,Windows,POINT(-97.822 37.751),United States,false,12.0,False
206336,,44,Firefox,Windows,POINT(-73.5524 45.5212),Canada,false,12.0,False
206497,M,72,Chrome,Windows,POINT(-112.5768 33.3725),United States,true,9.2,False
206678,M,,Chrome,Windows,POINT(-58.3845 -34.6022),Argentina,false,12.0,False
206688,M,27,Firefox,Windows,POINT(113.722 34.7732),China,false,9.0,False
206778,F,66,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,12.666666666666666,True
206839,,51,Firefox,Windows,POINT(-0.1224 51.4964),United Kingdom,false,11.0,False
207222,F,16,Chrome,Windows,POINT(6.9267 53.3183),Netherlands,true,15.0,False
207224,M,51,Chrome,Linux,POINT(-77.2985 38.8503),United States,false,9.0,False
207324,M,29,Chrome,MacOS X,POINT(5.4554 43.5312),France,false,10.0,False
207567,F,19,Chrome,Linux,POINT(-0.1224 51.4964),United Kingdom,false,11.0,False
208082,F,62,Chrome,Windows,POINT(126.9741 37.5112),South Korea,false,15.0,False
208372,F,48,Chrome,Windows,POINT(-59.3362 -35.4199),Argentina,true,15.0,False
208521,M,,Firefox,Windows,POINT(-97.822 37.751),United States,true,8.0,False
208705,M,71,Chrome,Windows,POINT(-97.822 37.751),United States,false,12.0,False
208761,F,18,Safari,MacOS X,POINT(-104.7005 38.9203),United States,false,10.0,False
208889,M,19,Chrome,Windows,POINT(-82.0296 40.6911),United States,true,9.0,False
208892,M,47,Chrome,MacOS X,POINT(-86.7196 36.0711),United States,false,15.0,False
208937,M,60,Chrome,MacOS X,POINT(-118.3693 33.8697),United States,true,10.0,False
208951,M,46,Safari,MacOS X,POINT(3.0905 36.7295),Algeria,false,14.0,False
208971,M,30,Chrome,Windows,POINT(-88.9167 13.8333),El Salvador,false,14.0,False
209009,M,22,Firefox,Windows,POINT(-97.822 37.751),United States,false,10.0,False
209199,M,16,Edge,Windows,POINT(-79.3716 43.6319),Canada,false,10.0,False
209257,M,45,Chrome,MacOS X,POINT(35.939 31.9522),Jordan,true,7.833333333333333,True
209512,F,68,Chrome,Windows,POINT(174.7679 -36.8506),New Zealand,true,8.875,True
209589,F,38,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,15.0,False
209658,F,26,Chrome,Windows,POINT(-43.2192 -22.8305),Brazil,false,12.0,False
209810,M,69,Chrome,Windows,POINT(14.411 50.0853),Czechia,false,11.0,False
209920,M,36,Chrome,Windows,POINT(113.2539 23.1181),China,true,13.0,False
20e7b7,F,76,Chrome,Windows,POINT(-97.822 37.751),United States,false,14.0,False
20ewhw,F,71,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,12.0,False
20fn97,F,30,Safari,MacOS X,POINT(-97.822 37.751),United States,false,15.0,False
20odyv,,40,Chrome,Linux,POINT(-97.822 37.751),United States,false,17.0,False
210054,M,66,Chrome,Windows,POINT(24 -29),South Africa,false,10.75,True
210090,M,38,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,8.0,False
210377,M,40,Chrome,MacOS X,POINT(-97.822 37.751),United States,true,11.5,False
210531,,73,Chrome,Windows,POINT(-97.822 37.751),United States,false,8.0,False
210583,F,34,Chrome,Windows,,,false,18.0,False
210750,F,41,Chrome,Windows,POINT(113.722 34.7732),China,true,12.0,False
210852,F,,Chrome,Windows,POINT(-74.5829 40.7232),United States,false,9.0,False
210866,F,68,Chrome,Linux,POINT(139.6895 35.6897),Japan,false,12.0,False
211043,,33,Chrome,Windows,POINT(121.3176 24.9889),Taiwan,true,11.75,False
211298,F,42,Firefox,Linux,POINT(-43.8043 -20.6477),Brazil,false,25.0,False
211559,,69,Chrome,Windows,POINT(-8.4204 41.5515),Portugal,true,6.25,True
212020,M,43,Chrome,MacOS X,POINT(-81.8037 41.4866),United States,true,10.25,False
212107,F,56,Safari,MacOS X,POINT(-97.822 37.751),United States,false,10.0,False
212264,F,43,Chrome,Windows,POINT(113.722 34.7732),China,false,11.0,False
212319,F,56,IE,Windows,POINT(30.6866 36.8826),Turkey,false,14.0,False
212393,M,48,Chrome,Windows,POINT(-6.2591 53.3382),Ireland,false,10.0,False
212407,,36,Chrome,Windows,POINT(44.4004 33.3364),Iraq,false,12.0,False
212415,,44,Firefox,Windows,POINT(115.9316 28.5501),China,false,6.0,False
212920,F,40,Chrome,Windows,POINT(9.1994 45.4742),Italy,false,16.0,False
213219,M,68,Chrome,MacOS X,POINT(120.5408 24.0662),Taiwan,false,10.0,False
213288,F,53,Chrome,Windows,,,false,10.5,False
213893,F,37,Firefox,Linux,POINT(103.8859 1.3552),Singapore,false,9.6,False
213980,,69,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,12.333333333333334,False
214161,F,31,Firefox,Windows,POINT(-9.1359 38.7057),Portugal,false,14.0,False
214258,F,54,IE,Windows,POINT(113.722 34.7732),China,true,7.333333333333333,True
214264,F,36,Chrome,Windows,POINT(-87.6318 41.8874),United States,false,17.0,False
214765,F,60,Chrome,Windows,POINT(139.6895 35.6897),Japan,false,8.5,False
214827,M,59,Chrome,Windows,POINT(73.9374 15.3205),India,true,9.8,True
214887,M,70,Chrome,Windows,POINT(113.722 34.7732),China,true,9.0,True
215030,F,,Chrome,MacOS X,POINT(139.6895 35.6897),Japan,false,10.5,False
215134,F,,Chrome,Windows,POINT(121.4054 31.0442),China,true,10.333333333333334,True
215171,F,46,Chrome,Linux,POINT(-105.1101 39.842),United States,true,11.0,False
215224,F,40,Chrome,MacOS X,POINT(30.2618 59.8983),Russia,false,10.5,False
215417,F,26,Chrome,Windows,POINT(-43.2192 -22.8305),Brazil,false,15.5,False
215593,F,70,Chrome,Windows,POINT(-97.822 37.751),United States,false,9.5,False
215635,M,29,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,13.0,False
215638,,31,Chrome,MacOS X,POINT(113.722 34.7732),China,true,11.2,False
215837,M,34,Chrome,Windows,POINT(-78.1539 38.7095),United States,true,12.5,False
215866,F,58,Chrome,MacOS X,POINT(-117.3485 33.6598),United States,false,11.666666666666666,False
215879,M,59,Chrome,Windows,POINT(5.7204 45.1769),France,true,11.0,False
216274,M,39,Chrome,Windows,POINT(-108.9489 44.1946),United States,false,12.0,False
216379,M,57,Chrome,Windows,POINT(-92.2443 38.5773),United States,true,8.4,True
216394,F,53,Chrome,Windows,POINT(113.722 34.7732),China,true,9.25,True
216596,,35,Chrome,Windows,POINT(114.1501 22.2908),Hong Kong,true,9.4,False
216658,F,21,Chrome,Windows,POINT(113.722 34.7732),China,false,13.0,False
216743,F,42,Chrome,Windows,POINT(-97.822 37.751),United States,false,13.0,False
216894,M,23,Firefox,Windows,POINT(-43.3436 -22.9485),Brazil,false,11.0,False
216960,F,36,Chrome,Windows,POINT(141.1542 39.7003),Japan,false,11.5,False
217154,M,,Chrome,Windows,POINT(-1.3448 53.8231),United Kingdom,false,12.0,False
217165,,47,Chrome,Windows,POINT(-80.4844 25.4785),United States,false,10.5,False
217300,F,62,Chrome,Windows,POINT(-3.5713 47.9037),France,true,11.666666666666666,True
217357,F,36,Chrome,Windows,POINT(-86.7339 36.1769),United States,false,13.0,False
217400,M,41,Firefox,Linux,POINT(-46.6409 -23.6283),Brazil,true,9.5,False
217480,M,,Chrome,Windows,POINT(-97.822 37.751),United States,true,12.0,False
217512,M,49,Chrome,Linux,POINT(28.5 -29.5),Lesotho,true,8.0,False
217721,F,60,Chrome,Windows,POINT(-77.2522 38.8921),United States,false,13.0,False
217942,M,33,Chrome,Windows,POINT(120.1612 30.2994),China,false,13.5,False
217976,,58,Chrome,Windows,POINT(8 47),,true,9.25,False
218063,F,75,Chrome,Windows,POINT(-0.0955 51.5095),United Kingdom,true,15.0,False
218138,F,52,Firefox,MacOS X,POINT(-0.1194 50.8612),United Kingdom,false,10.5,False
218277,M,67,Chrome,Linux,POINT(30 -15),Zambia,false,11.0,False
218290,F,22,Chrome,Windows,POINT(-97.822 37.751),United States,false,11.0,False
218355,F,63,Chrome,MacOS X,POINT(113.722 34.7732),China,false,8.75,True
218607,M,69,Chrome,Windows,POINT(-97.822 37.751),United States,false,9.25,False
218610,F,30,Chrome,Windows,POINT(-97.822 37.751),United States,false,19.0,False
218617,M,40,Safari,MacOS X,POINT(11.3231 50.9839),Germany,false,14.0,False
218650,,30,Chrome,Windows,POINT(114.1374 22.5318),China,false,16.0,False
218691,F,47,Safari,MacOS X,POINT(131.3876 31.959),Japan,false,7.0,False
218697,M,23,Chrome,Windows,POINT(-112.6427 45.2319),United States,false,13.0,False
218821,M,41,Firefox,Windows,POINT(8.2126 50.0796),Germany,false,11.5,False
218904,M,18,Chrome,Windows,POINT(-97.822 37.751),United States,false,17.0,False
219098,F,68,Chrome,Linux,POINT(-121.2789 38.6106),United States,false,8.25,False
219267,M,47,Chrome,MacOS X,POINT(12.1097 43.1479),Italy,true,10.75,False
219477,F,24,Chrome,Windows,POINT(117.1519 34.1823),China,false,21.0,False
219930,F,59,Chrome,Windows,POINT(-43.2192 -22.8305),Brazil,false,14.0,False
219949,M,40,Chrome,Windows,POINT(12.0564 55.7123),Denmark,false,10.5,False
219994,M,73,Chrome,MacOS X,POINT(75.9463 31.0048),India,true,9.4,True
21fppg,F,52,Chrome,Windows,POINT(-1.757 51.4866),United Kingdom,false,12.0,True
21n9kd,,,Chrome,Windows,POINT(-97.822 37.751),United States,false,12.0,False
220104,F,25,Chrome,Windows,POINT(-3.684 40.4172),Spain,false,9.0,False
220154,F,19,Safari,MacOS X,POINT(10.1778 36.8049),Tunisia,false,14.5,False
220160,,56,Edge,Windows,POINT(-97.822 37.751),United States,true,10.833333333333334,True
220268,F,,Chrome,Windows,POINT(-0.1224 51.4964),United Kingdom,false,16.0,False
220452,F,28,Firefox,Windows,POINT(135.5135 34.6781),Japan,false,10.0,False
220472,F,60,Chrome,Windows,POINT(126.9741 37.5112),South Korea,false,13.0,False
220498,F,,Chrome,MacOS X,POINT(12.5268 55.6769),Denmark,false,10.333333333333334,False
220976,M,66,Chrome,MacOS X,POINT(-77.2328 40.1778),United States,true,11.333333333333334,False
221068,,70,Chrome,MacOS X,POINT(114.1501 22.2908),Hong Kong,false,9.0,False
221119,M,,Chrome,MacOS X,POINT(-97.822 37.751),United States,false,9.0,False
221202,F,22,Chrome,Windows,POINT(113.722 34.7732),China,true,12.0,False
221226,M,62,Chrome,Windows,POINT(-74.2324 4.7027),Colombia,false,11.333333333333334,False
221382,F,35,Chrome,MacOS X,POINT(77.006 20.0063),India,false,14.0,False
221401,M,31,Edge,Windows,POINT(-121.8916 37.3388),United States,true,10.0,False
221500,M,43,Chrome,Windows,POINT(-78.7492 42.9685),United States,true,9.714285714285714,True
221698,,56,Chrome,Windows,POINT(139.6895 35.6897),Japan,false,19.0,False
222114,F,36,Chrome,MacOS X,POINT(-3.5193 48.3008),France,false,19.0,False
222186,M,44,Chrome,Windows,POINT(130.8695 33.8692),Japan,false,15.5,False
222337,M,36,Chrome,Windows,POINT(-98.4927 29.4227),United States,false,8.0,False
222582,M,44,Chrome,Windows,POINT(-97.822 37.751),United States,true,9.0,False
222670,F,31,Chrome,Windows,POINT(39.291 -6.8227),Tanzania,false,15.0,False
222738,M,,Chrome,MacOS X,POINT(-119.7257 45.8234),United States,false,11.0,False
222747,M,68,Chrome,Windows,POINT(106.8296 -6.1741),Indonesia,false,21.0,False
222866,F,64,Chrome,Windows,POINT(139.6895 35.6897),Japan,false,10.0,False
222943,F,50,Chrome,Linux,POINT(126.9741 37.5112),South Korea,false,11.5,False
223087,F,38,Chrome,MacOS X,POINT(18.056 59.3247),Sweden,true,8.75,False
223212,F,21,Chrome,Windows,POINT(121 23.5),Taiwan,true,13.0,False
223261,F,28,Chrome,Windows,POINT(127.1188 37.5013),South Korea,true,10.0,False
223368,M,35,Firefox,MacOS X,POINT(121 23.5),Taiwan,false,17.0,False
223374,,18,Chrome,Windows,POINT(126.9741 37.5112),South Korea,true,4.0,False
223550,F,71,Safari,MacOS X,POINT(-97.822 37.751),United States,false,10.0,False
223695,F,54,Safari,MacOS X,POINT(-78.0591 34.2644),United States,false,14.0,False
223716,,61,Chrome,MacOS X,POINT(103.8014 1.3673),Singapore,true,11.0,False
223895,M,54,Firefox,Windows,POINT(113.722 34.7732),China,false,11.0,False
223989,F,50,Chrome,Windows,POINT(37.6171 55.7483),Russia,false,4.0,False
224263,F,23,Chrome,Windows,POINT(-97.822 37.751),United States,true,13.0,False
224355,F,71,Chrome,Windows,POINT(-66 8),Venezuela,false,11.0,False
224582,F,29,Chrome,Windows,POINT(-97.822 37.751),United States,true,10.75,False
224618,M,23,Chrome,Linux,POINT(8.6843 50.1188),Germany,false,11.0,False
